incident_id,timestamp,date,crime_type,attack_method,severity,financial_impact_usd,target_type,location,source_ip_country,system_affected,time_of_day,risk_score
INC-2025-0170,2025-02-21 13:00:00,2025-02-21,Ransomware,Zero-day Exploit,Medium,755475.0,Government,Middle East,RU,Identity Provider,Night,40.9
INC-2025-0171,2025-12-11 10:00:00,2025-12-11,Insider Threat,Zero-day Exploit,High,805801.0,Tech Enterprise,North America,CA,Web Application,Afternoon,56.9
INC-2025-0172,2025-11-06 00:00:00,2025-11-06,Malware Outbreak,SQL Injection,Medium,101102.0,Critical Infrastructure,Middle East,CA,POS Terminal,Morning,42.7
INC-2025-0173,2025-01-26 08:00:00,2025-01-26,DDoS Attack,Ransomware Binary,Medium,145507.0,Financial Service,Middle East,CA,Cloud Database,Afternoon,19.1
INC-2025-0174,2025-04-10 06:00:00,2025-04-10,Ransomware,SQL Injection,High,499042.0,Healthcare,North America,CN,POS Terminal,Night,72.2
INC-2025-0175,2025-02-18 02:00:00,2025-02-18,Phishing,API Key Abuse,Medium,65174.0,E-Commerce,North America,UK,Web Application,Evening,33.8
INC-2025-0176,2025-03-19 12:00:00,2025-03-19,Phishing,API Key Abuse,Medium,58993.0,E-Commerce,North America,NL,Identity Provider,Night,51.4
INC-2025-0177,2025-05-05 06:00:00,2025-05-05,Phishing,Social Engineering,Medium,33117.0,Critical Infrastructure,Europe,UK,Identity Provider,Night,50.6
INC-2025-0178,2025-12-19 03:00:00,2025-12-19,Ransomware,Ransomware Binary,High,162356.0,Government,North America,JP,Cloud Database,Evening,57.2
INC-2025-0179,2025-11-12 01:00:00,2025-11-12,Ransomware,API Key Abuse,Medium,122240.0,E-Commerce,Africa,JP,Identity Provider,Evening,27.2
INC-2025-0180,2025-11-22 01:00:00,2025-11-22,Credential Theft,Social Engineering,Medium,79069.0,Tech Enterprise,Latin America,CN,Email Gateway,Morning,38.1
INC-2025-0181,2025-05-30 11:00:00,2025-05-30,Data Exfiltration,API Key Abuse,High,409687.0,Tech Enterprise,Europe,NL,Active Directory,Morning,84.7
INC-2025-0182,2025-01-30 12:00:00,2025-01-30,Ransomware,Man-in-the-Middle,Critical,805343.0,Tech Enterprise,Latin America,RU,Email Gateway,Morning,75.4
INC-2025-0183,2025-05-29 19:00:00,2025-05-29,Insider Threat,Man-in-the-Middle,High,787565.0,Tech Enterprise,North America,DE,Active Directory,Afternoon,53.8
INC-2025-0184,2025-04-24 12:00:00,2025-04-24,Phishing,Social Engineering,Low,6782.0,Healthcare,North America,DE,Identity Provider,Evening,38.4
INC-2025-0185,2025-07-09 22:00:00,2025-07-09,Phishing,Spear Phishing Email,Medium,39067.0,Tech Enterprise,Africa,DE,Active Directory,Afternoon,41.7
INC-2025-0186,2025-10-18 23:00:00,2025-10-18,Credential Theft,Spear Phishing Email,Low,292313.0,Healthcare,Africa,UK,POS Terminal,Night,27.0
INC-2025-0187,2025-06-12 01:00:00,2025-06-12,Phishing,Ransomware Binary,Low,113020.0,Educational Institution,Latin America,CN,Identity Provider,Morning,28.5
INC-2025-0188,2025-04-05 13:00:00,2025-04-05,Credential Theft,Social Engineering,Critical,123947.0,Financial Service,Africa,UK,Email Gateway,Morning,56.8
INC-2025-0189,2025-05-21 20:00:00,2025-05-21,Ransomware,Brute Force,High,624488.0,Critical Infrastructure,North America,BR,Web Application,Night,64.1
INC-2025-0190,2025-01-31 13:00:00,2025-01-31,Insider Threat,Man-in-the-Middle,High,,Critical Infrastructure,Europe,UK,Web Application,Evening,49.2
INC-2025-0191,2025-01-05 18:00:00,2025-01-05,DDoS Attack,SQL Injection,Medium,307066.0,Educational Institution,Asia-Pacific,CN,Web Application,Evening,26.6
INC-2025-0192,2025-04-09 20:00:00,2025-04-09,DDoS Attack,Spear Phishing Email,Medium,49936.0,Financial Service,Latin America,RU,Active Directory,Morning,26.0
INC-2025-0193,2025-11-04 03:00:00,2025-11-04,Credential Theft,API Key Abuse,Medium,204900.0,Tech Enterprise,Middle East,BR,Email Gateway,Night,5.0
INC-2025-0194,2025-01-14 06:00:00,2025-01-14,Phishing,API Key Abuse,Medium,28605.0,E-Commerce,Middle East,UK,Web Application,Afternoon,49.0
INC-2025-0195,2025-08-18 14:00:00,2025-08-18,Phishing,Ransomware Binary,Medium,117981.0,Tech Enterprise,Middle East,US,Web Application,Morning,61.2
INC-2025-0196,2025-06-22 03:00:00,2025-06-22,Financial Fraud,Social Engineering,Critical,105689.0,Financial Service,Asia-Pacific,US,Active Directory,Evening,76.9
INC-2025-0197,2025-10-09 03:00:00,2025-10-09,Credential Theft,SQL Injection,Medium,296444.0,Healthcare,Asia-Pacific,NL,Web Application,Night,29.2
INC-2025-0198,2025-07-11 16:00:00,2025-07-11,Financial Fraud,Zero-day Exploit,High,58352.0,Financial Service,North America,US,Identity Provider,Night,73.3
INC-2025-0199,2025-08-20 20:00:00,2025-08-20,Phishing,Spear Phishing Email,High,21281.0,Government,Africa,JP,Cloud Database,Evening,64.7
INC-2025-0200,2025-03-10 11:00:00,2025-03-10,Malware Outbreak,API Key Abuse,Medium,97722.0,Financial Service,Middle East,JP,Web Application,Night,54.7
INC-2025-0201,2025-06-01 16:00:00,2025-06-01,Phishing,Brute Force,Medium,29082.0,Government,Latin America,RU,POS Terminal,Night,14.8
INC-2025-0202,2025-12-18 07:00:00,2025-12-18,Ransomware,Zero-day Exploit,Medium,679085.0,Healthcare,Africa,US,Cloud Database,Morning,20.4
INC-2025-0203,2025-11-20 13:00:00,2025-11-20,Ransomware,Zero-day Exploit,Low,232051.0,Healthcare,Middle East,BR,Active Directory,Evening,49.4
INC-2025-0204,2025-12-17 15:00:00,2025-12-17,Data Exfiltration,Ransomware Binary,High,613359.0,Critical Infrastructure,Europe,CA,Cloud Database,Night,64.2
INC-2025-0205,2025-11-30 17:00:00,2025-11-30,DDoS Attack,Spear Phishing Email,Medium,305858.0,Educational Institution,North America,JP,Web Application,Evening,31.7
INC-2025-0206,2025-09-25 08:00:00,2025-09-25,DDoS Attack,Ransomware Binary,Critical,343416.0,Tech Enterprise,Europe,DE,Web Application,Afternoon,60.8
INC-2025-0207,2025-05-15 22:00:00,2025-05-15,Credential Theft,Man-in-the-Middle,High,322677.0,Educational Institution,Africa,NL,Email Gateway,Night,49.4
INC-2025-0208,2025-10-10 17:00:00,2025-10-10,Phishing,Zero-day Exploit,Low,111804.0,Tech Enterprise,Asia-Pacific,IN,Active Directory,Morning,42.5
INC-2025-0209,2025-01-03 21:00:00,2025-01-03,Credential Theft,Social Engineering,High,261695.0,Tech Enterprise,Latin America,NL,Web Application,Evening,92.2
INC-2025-0210,2025-12-30 04:00:00,2025-12-30,Phishing,Zero-day Exploit,Low,23656.0,,North America,BR,POS Terminal,Night,44.4
INC-2025-0211,2025-10-29 06:00:00,2025-10-29,Financial Fraud,Zero-day Exploit,Medium,139153.0,E-Commerce,North America,BR,Active Directory,Afternoon,58.2
INC-2025-0212,2025-01-14 01:00:00,2025-01-14,Financial Fraud,Zero-day Exploit,Low,31832.0,E-Commerce,North America,BR,POS Terminal,Night,49.2
INC-2025-0213,2025-04-11 03:00:00,2025-04-11,Phishing,API Key Abuse,Medium,24762.0,Healthcare,Africa,RU,Identity Provider,Morning,58.5
INC-2025-0214,2025-07-21 05:00:00,2025-07-21,DDoS Attack,Ransomware Binary,High,195868.0,Educational Institution,Latin America,NL,Web Application,Night,46.2
INC-2025-0215,2025-08-04 04:00:00,2025-08-04,Credential Theft,API Key Abuse,Medium,74122.0,Critical Infrastructure,Africa,JP,Identity Provider,Afternoon,58.1
INC-2025-0216,2025-07-30 21:00:00,2025-07-30,Financial Fraud,API Key Abuse,Low,73926.0,E-Commerce,Latin America,CA,Email Gateway,Morning,65.1
INC-2025-0217,2025-08-16 22:00:00,2025-08-16,Financial Fraud,Man-in-the-Middle,Medium,217652.0,Tech Enterprise,Latin America,US,POS Terminal,Night,21.8
INC-2025-0218,2025-10-28 00:00:00,2025-10-28,Insider Threat,Brute Force,Critical,595909.0,Financial Service,Africa,BR,Active Directory,Night,76.7
INC-2025-0219,2025-05-04 10:00:00,2025-05-04,Phishing,API Key Abuse,Medium,85045.0,Healthcare,Europe,RU,Web Application,Evening,39.6
INC-2025-0220,2025-12-03 12:00:00,2025-12-03,Phishing,Ransomware Binary,Medium,36525.0,Government,Middle East,RU,Identity Provider,Evening,14.3
INC-2025-0221,2025-02-18 20:00:00,2025-02-18,Credential Theft,Brute Force,Medium,275143.0,Educational Institution,Europe,BR,Email Gateway,Evening,17.5
INC-2025-0222,2025-04-10 05:00:00,2025-04-10,Malware Outbreak,Brute Force,Medium,69920.0,Financial Service,Africa,NL,Active Directory,Night,5.0
INC-2025-0223,2025-04-16 21:00:00,2025-04-16,Credential Theft,Social Engineering,Low,210675.0,Critical Infrastructure,Africa,JP,Identity Provider,Night,21.8
INC-2025-0224,2025-03-11 11:00:00,2025-03-11,Ransomware,API Key Abuse,High,476188.0,Financial Service,Middle East,BR,POS Terminal,Night,52.6
INC-2025-0225,2025-06-27 00:00:00,2025-06-27,DDoS Attack,Brute Force,Low,314443.0,Tech Enterprise,Europe,JP,POS Terminal,Night,32.5
INC-2025-0226,2025-06-03 11:00:00,2025-06-03,Phishing,Man-in-the-Middle,Critical,51601.0,Educational Institution,North America,DE,Identity Provider,Morning,66.7
INC-2025-0227,2025-11-01 18:00:00,2025-11-01,Ransomware,Brute Force,Critical,172788.0,Critical Infrastructure,North America,NL,Cloud Database,Afternoon,69.6
INC-2025-0228,2025-03-27 22:00:00,2025-03-27,Insider Threat,API Key Abuse,High,179350.0,Financial Service,North America,JP,Web Application,Morning,63.0
INC-2025-0229,2025-03-27 16:00:00,2025-03-27,Financial Fraud,Zero-day Exploit,Medium,322862.0,Educational Institution,Europe,US,Identity Provider,Morning,22.6
INC-2025-0230,2025-11-26 01:00:00,2025-11-26,Phishing,Ransomware Binary,High,69673.0,Government,Middle East,IN,Email Gateway,Night,66.3
INC-2025-0231,2025-05-18 02:00:00,2025-05-18,Phishing,Man-in-the-Middle,Low,71202.0,Critical Infrastructure,Europe,BR,Email Gateway,Night,25.3
INC-2025-0232,2025-04-26 13:00:00,2025-04-26,Credential Theft,Man-in-the-Middle,Low,285277.0,Government,Middle East,NL,Identity Provider,Night,23.0
INC-2025-0233,2025-09-11 02:00:00,2025-09-11,Insider Threat,API Key Abuse,High,727623.0,Critical Infrastructure,Asia-Pacific,UK,Active Directory,Evening,66.3
INC-2025-0234,2025-11-03 10:00:00,2025-11-03,Financial Fraud,Zero-day Exploit,Low,142924.0,Critical Infrastructure,Europe,JP,Active Directory,Night,48.2
INC-2025-0235,2025-02-16 14:00:00,2025-02-16,Insider Threat,Social Engineering,High,318854.0,Healthcare,Latin America,BR,Email Gateway,Night,66.0
INC-2025-0236,2025-10-10 17:00:00,2025-10-10,Phishing,Man-in-the-Middle,High,66794.0,Government,Africa,US,Active Directory,Morning,77.8
INC-2025-0237,2025-06-25 10:00:00,2025-06-25,Phishing,Man-in-the-Middle,High,113507.0,Educational Institution,Africa,RU,Cloud Database,Night,80.1
INC-2025-0238,2025-04-19 22:00:00,2025-04-19,Insider Threat,API Key Abuse,Critical,206222.0,E-Commerce,Middle East,CN,Active Directory,Night,55.6
INC-2025-0239,2025-10-10 04:00:00,2025-10-10,Malware Outbreak,API Key Abuse,Medium,21095.0,Financial Service,Latin America,CN,Identity Provider,Afternoon,52.8
INC-2025-0240,2025-09-22 19:00:00,2025-09-22,Ransomware,Brute Force,Medium,147756.0,Educational Institution,Europe,UK,POS Terminal,Night,73.8
INC-2025-0241,2025-12-30 08:00:00,2025-12-30,Ransomware,Brute Force,Critical,293051.0,Government,Latin America,CA,Web Application,Night,63.6
INC-2025-0242,2025-06-29 01:00:00,2025-06-29,Financial Fraud,Ransomware Binary,High,326186.0,Financial Service,Asia-Pacific,CN,Identity Provider,Evening,31.4
INC-2025-0243,2025-11-21 11:00:00,2025-11-21,DDoS Attack,Man-in-the-Middle,High,142488.0,Government,North America,BR,Web Application,Night,71.1
INC-2025-0244,2025-02-16 06:00:00,2025-02-16,Phishing,Brute Force,Medium,1155.0,Educational Institution,North America,BR,Active Directory,Morning,34.6
INC-2025-0245,2025-01-04 14:00:00,2025-01-04,Financial Fraud,API Key Abuse,Low,211402.0,Government,North America,DE,Web Application,Afternoon,20.0
INC-2025-0246,2025-12-21 12:00:00,2025-12-21,Insider Threat,SQL Injection,Critical,148696.0,Tech Enterprise,Europe,RU,Cloud Database,Afternoon,54.8
INC-2025-0247,2025-02-15 05:00:00,2025-02-15,DDoS Attack,API Key Abuse,Low,151295.0,Educational Institution,Asia-Pacific,RU,Email Gateway,Evening,26.4
INC-2025-0248,2025-12-10 13:00:00,2025-12-10,Phishing,SQL Injection,Low,116111.0,Healthcare,Africa,IN,Email Gateway,Night,15.2
INC-2025-0249,2025-10-02 08:00:00,2025-10-02,Insider Threat,Ransomware Binary,Critical,289017.0,Critical Infrastructure,North America,RU,Active Directory,Afternoon,80.0
INC-2025-0250,2025-10-13 08:00:00,2025-10-13,Phishing,Social Engineering,Medium,32655.0,Financial Service,Latin America,NL,Email Gateway,Evening,65.9
INC-2025-0251,2025-07-15 03:00:00,2025-07-15,Phishing,Spear Phishing Email,Low,99344.0,Tech Enterprise,Middle East,US,Email Gateway,Night,17.0
INC-2025-0252,2025-11-21 15:00:00,2025-11-21,DDoS Attack,Man-in-the-Middle,High,54812.0,Critical Infrastructure,Middle East,RU,Active Directory,Morning,45.9
INC-2025-0253,2025-02-04 16:00:00,2025-02-04,Insider Threat,Spear Phishing Email,Critical,96403.0,Government,Europe,BR,Web Application,Afternoon,48.2
INC-2025-0254,2025-05-12 22:00:00,2025-05-12,DDoS Attack,Brute Force,Medium,345146.0,Tech Enterprise,Latin America,BR,Email Gateway,Night,33.4
INC-2025-0255,2025-12-13 22:00:00,2025-12-13,Credential Theft,Ransomware Binary,Medium,284713.0,Healthcare,North America,UK,Identity Provider,Evening,48.6
INC-2025-0256,2025-04-03 12:00:00,2025-04-03,Phishing,SQL Injection,Medium,112032.0,Financial Service,Asia-Pacific,JP,Email Gateway,Evening,31.8
INC-2025-0257,2025-02-18 13:00:00,2025-02-18,Credential Theft,SQL Injection,Medium,91716.0,Tech Enterprise,Middle East,DE,Cloud Database,Night,27.7
INC-2025-0258,2025-12-10 04:00:00,2025-12-10,Credential Theft,Brute Force,Low,187024.0,Financial Service,North America,US,Web Application,Evening,46.6
INC-2025-0259,2025-07-11 10:00:00,2025-07-11,Financial Fraud,API Key Abuse,Critical,75028.0,Tech Enterprise,Africa,US,Active Directory,Evening,64.0
INC-2025-0260,2025-08-28 00:00:00,2025-08-28,Credential Theft,Man-in-the-Middle,High,208196.0,E-Commerce,Europe,IN,Active Directory,Afternoon,56.1
INC-2025-0261,2025-06-07 12:00:00,2025-06-07,Insider Threat,Spear Phishing Email,High,522406.0,Critical Infrastructure,Africa,US,Active Directory,Afternoon,59.3
INC-2025-0262,2025-04-23 00:00:00,2025-04-23,Phishing,API Key Abuse,Medium,79931.0,Critical Infrastructure,Europe,RU,Cloud Database,Evening,43.6
INC-2025-0263,2025-09-23 13:00:00,2025-09-23,Credential Theft,Social Engineering,High,146130.0,Financial Service,Latin America,RU,Active Directory,Afternoon,75.6
INC-2025-0264,2025-12-16 07:00:00,2025-12-16,Phishing,Zero-day Exploit,Medium,34154.0,Healthcare,North America,NL,Email Gateway,Night,38.5
INC-2025-0265,2025-12-23 20:00:00,2025-12-23,Ransomware,Spear Phishing Email,Medium,212777.0,Financial Service,North America,UK,Active Directory,Morning,26.4
INC-2025-0266,2025-05-02 11:00:00,2025-05-02,DDoS Attack,Zero-day Exploit,Medium,236496.0,Healthcare,Asia-Pacific,RU,Active Directory,Night,44.3
INC-2025-0267,2025-02-17 21:00:00,2025-02-17,Malware Outbreak,API Key Abuse,Low,16434.0,Tech Enterprise,Europe,JP,Active Directory,Morning,50.5
INC-2025-0268,2025-02-16 19:00:00,2025-02-16,DDoS Attack,Social Engineering,Critical,229448.0,Government,Middle East,CA,Active Directory,Afternoon,81.9
INC-2025-0269,2025-11-01 16:00:00,2025-11-01,DDoS Attack,Brute Force,Medium,183570.0,Healthcare,Latin America,JP,Active Directory,Afternoon,49.5
INC-2025-0270,2025-12-10 02:00:00,2025-12-10,Credential Theft,SQL Injection,Low,309503.0,Government,Middle East,BR,Identity Provider,Evening,59.2
INC-2025-0271,2025-02-20 17:00:00,2025-02-20,Phishing,Brute Force,Medium,92369.0,E-Commerce,Africa,CA,Web Application,Afternoon,22.4
INC-2025-0272,2025-03-28 05:00:00,2025-03-28,Phishing,Zero-day Exploit,Medium,32778.0,Critical Infrastructure,Europe,NL,Cloud Database,Morning,28.3
INC-2025-0273,2025-04-19 15:00:00,2025-04-19,Ransomware,API Key Abuse,Medium,805600.0,E-Commerce,Africa,DE,POS Terminal,Evening,74.5
INC-2025-0274,2025-02-20 16:00:00,2025-02-20,Credential Theft,Zero-day Exploit,High,131060.0,E-Commerce,Africa,DE,Active Directory,Evening,37.9
INC-2025-0275,2025-05-05 02:00:00,2025-05-05,Credential Theft,Brute Force,Low,161951.0,Critical Infrastructure,Asia-Pacific,US,POS Terminal,Night,39.9
INC-2025-0276,2025-10-02 04:00:00,2025-10-02,Ransomware,Ransomware Binary,High,286281.0,Tech Enterprise,Middle East,JP,Active Directory,Morning,59.6
INC-2025-0277,2025-03-05 20:00:00,2025-03-05,Credential Theft,SQL Injection,Critical,211846.0,Tech Enterprise,Latin America,UK,Web Application,Afternoon,39.7
INC-2025-0278,2025-02-15 11:00:00,2025-02-15,Financial Fraud,SQL Injection,Low,51099.0,Educational Institution,North America,RU,POS Terminal,Afternoon,52.1
INC-2025-0279,2025-07-02 03:00:00,2025-07-02,Data Exfiltration,SQL Injection,Critical,515918.0,Tech Enterprise,Asia-Pacific,NL,POS Terminal,Afternoon,51.4
INC-2025-0280,2025-04-02 18:00:00,2025-04-02,Insider Threat,Social Engineering,Critical,537505.0,Tech Enterprise,Latin America,IN,Web Application,Evening,55.2
INC-2025-0281,2025-12-03 16:00:00,2025-12-03,Phishing,Spear Phishing Email,Low,106388.0,Educational Institution,Middle East,IN,Identity Provider,Night,43.9
INC-2025-0282,2025-10-25 20:00:00,2025-10-25,Malware Outbreak,Ransomware Binary,High,119325.0,Critical Infrastructure,Europe,NL,POS Terminal,Night,20.9
INC-2025-0283,2025-09-21 16:00:00,2025-09-21,Credential Theft,Ransomware Binary,Low,82842.0,E-Commerce,North America,DE,Web Application,Night,33.1
INC-2025-0284,2025-09-14 03:00:00,2025-09-14,Malware Outbreak,SQL Injection,Medium,12390.0,Government,Europe,JP,Cloud Database,Afternoon,29.7
INC-2025-0285,2025-12-24 10:00:00,2025-12-24,Phishing,Man-in-the-Middle,Medium,101318.0,Critical Infrastructure,Middle East,CN,Web Application,Morning,23.1
INC-2025-0286,2025-05-25 22:00:00,2025-05-25,Phishing,Ransomware Binary,Low,81807.0,Healthcare,Europe,UK,Active Directory,Afternoon,30.4
INC-2025-0287,2025-10-17 06:00:00,2025-10-17,Phishing,Social Engineering,Medium,97158.0,Educational Institution,Asia-Pacific,UK,Web Application,Evening,11.1
INC-2025-0288,2025-09-26 20:00:00,2025-09-26,Credential Theft,Spear Phishing Email,Medium,158245.0,Government,Middle East,RU,Cloud Database,Morning,23.6
INC-2025-0289,2025-03-15 09:00:00,2025-03-15,Phishing,Spear Phishing Email,High,89607.0,Critical Infrastructure,Europe,CN,Active Directory,Afternoon,68.3
INC-2025-0290,2025-07-10 03:00:00,2025-07-10,Financial Fraud,Man-in-the-Middle,Medium,247717.0,E-Commerce,Asia-Pacific,IN,Identity Provider,Night,54.3
INC-2025-0291,2025-12-20 10:00:00,2025-12-20,Credential Theft,Ransomware Binary,Critical,209535.0,Financial Service,North America,CA,Web Application,Afternoon,55.1
INC-2025-0292,2025-11-02 07:00:00,2025-11-02,Insider Threat,Ransomware Binary,Critical,112551.0,Financial Service,Africa,DE,Active Directory,Morning,41.9
INC-2025-0293,2025-04-17 18:00:00,2025-04-17,Phishing,SQL Injection,Low,20008.0,Critical Infrastructure,Latin America,CN,POS Terminal,Morning,51.0
INC-2025-0294,2025-07-05 22:00:00,2025-07-05,Credential Theft,Ransomware Binary,Medium,246060.0,Healthcare,Middle East,US,Active Directory,Evening,37.8
INC-2025-0295,2025-08-23 12:00:00,2025-08-23,Financial Fraud,API Key Abuse,Low,148252.0,Government,North America,BR,Cloud Database,Afternoon,26.3
INC-2025-0296,2025-10-20 09:00:00,2025-10-20,Ransomware,SQL Injection,Critical,506331.0,Financial Service,Middle East,UK,Active Directory,Night,52.5
INC-2025-0297,2025-08-15 11:00:00,2025-08-15,Credential Theft,API Key Abuse,Low,111239.0,Critical Infrastructure,Europe,NL,Cloud Database,Afternoon,38.3
INC-2025-0298,2025-12-09 12:00:00,2025-12-09,Credential Theft,Man-in-the-Middle,High,343540.0,E-Commerce,Europe,NL,Active Directory,Afternoon,45.1
INC-2025-0299,2025-01-28 07:00:00,2025-01-28,Insider Threat,Ransomware Binary,High,528356.0,E-Commerce,Latin America,RU,Web Application,Morning,100.0
INC-2025-0300,2025-10-30 20:00:00,2025-10-30,Financial Fraud,Ransomware Binary,Medium,67507.0,Healthcare,Africa,DE,Email Gateway,Night,20.1
INC-2025-0301,2025-06-12 02:00:00,2025-06-12,Financial Fraud,Spear Phishing Email,Low,299025.0,Educational Institution,Latin America,JP,Web Application,Evening,46.7
INC-2025-0302,2025-11-17 19:00:00,2025-11-17,Financial Fraud,Zero-day Exploit,Medium,228461.0,Tech Enterprise,Latin America,US,Active Directory,Afternoon,5.0
INC-2025-0303,2025-06-24 08:00:00,2025-06-24,Financial Fraud,Ransomware Binary,Low,76354.0,E-Commerce,North America,US,Identity Provider,Evening,29.7
INC-2025-0304,2025-05-15 03:00:00,2025-05-15,Ransomware,Ransomware Binary,High,761028.0,Tech Enterprise,Asia-Pacific,NL,POS Terminal,Night,56.4
INC-2025-0305,2025-08-02 03:00:00,2025-08-02,Financial Fraud,Spear Phishing Email,Medium,278452.0,E-Commerce,Europe,CN,Active Directory,Morning,39.5
INC-2025-0306,2025-03-31 07:00:00,2025-03-31,Insider Threat,API Key Abuse,Critical,812371.0,Financial Service,Middle East,JP,Active Directory,Afternoon,73.5
INC-2025-0307,2025-01-17 11:00:00,2025-01-17,DDoS Attack,Man-in-the-Middle,Low,349296.0,Financial Service,Europe,RU,POS Terminal,Morning,47.5
INC-2025-0308,2025-11-17 16:00:00,2025-11-17,Financial Fraud,Man-in-the-Middle,Critical,274150.0,Tech Enterprise,Latin America,UK,Email Gateway,Night,68.8
INC-2025-0309,2025-10-09 16:00:00,2025-10-09,Credential Theft,API Key Abuse,High,303225.0,Financial Service,Asia-Pacific,JP,Email Gateway,Morning,64.9
INC-2025-0310,2025-03-02 20:00:00,2025-03-02,Data Exfiltration,Brute Force,Critical,134703.0,Educational Institution,Middle East,UK,Email Gateway,Afternoon,76.6
INC-2025-0311,2025-08-11 02:00:00,2025-08-11,Financial Fraud,Zero-day Exploit,Medium,48309.0,Critical Infrastructure,Middle East,US,Cloud Database,Night,32.0
INC-2025-0312,2025-03-11 08:00:00,2025-03-11,Data Exfiltration,Zero-day Exploit,Critical,195051.0,Critical Infrastructure,Asia-Pacific,JP,POS Terminal,Afternoon,46.5
INC-2025-0313,2025-01-19 22:00:00,2025-01-19,Credential Theft,SQL Injection,Medium,330905.0,Healthcare,Africa,BR,Active Directory,Evening,37.8
INC-2025-0314,2025-10-26 20:00:00,2025-10-26,Insider Threat,Social Engineering,Critical,800186.0,Healthcare,Europe,IN,Web Application,Afternoon,55.1
INC-2025-0315,2025-08-30 21:00:00,2025-08-30,Credential Theft,Man-in-the-Middle,Medium,98783.0,E-Commerce,Europe,BR,Web Application,Night,39.6
INC-2025-0316,2025-08-04 09:00:00,2025-08-04,Malware Outbreak,Zero-day Exploit,High,25532.0,Critical Infrastructure,Europe,IN,POS Terminal,Afternoon,80.8
INC-2025-0317,2025-01-10 03:00:00,2025-01-10,Credential Theft,Spear Phishing Email,Medium,333876.0,Government,Europe,RU,Cloud Database,Night,23.6
INC-2025-0318,2025-04-27 02:00:00,2025-04-27,Credential Theft,API Key Abuse,Medium,14171.0,Government,North America,IN,POS Terminal,Afternoon,11.5
INC-2025-0319,2025-06-30 17:00:00,2025-06-30,Ransomware,Zero-day Exploit,Critical,,Healthcare,Europe,BR,Active Directory,Evening,46.8
INC-2025-0320,2025-07-12 16:00:00,2025-07-12,Credential Theft,Brute Force,High,248588.0,Educational Institution,Europe,JP,Web Application,Morning,76.0
INC-2025-0321,2025-05-29 02:00:00,2025-05-29,Data Exfiltration,Social Engineering,Critical,446087.0,E-Commerce,Latin America,IN,Identity Provider,Night,78.9
INC-2025-0322,2025-03-25 14:00:00,2025-03-25,Credential Theft,Ransomware Binary,High,79601.0,Healthcare,Latin America,JP,Cloud Database,Night,57.9
INC-2025-0323,2025-11-20 14:00:00,2025-11-20,Ransomware,API Key Abuse,Low,291133.0,Tech Enterprise,Asia-Pacific,JP,Web Application,Night,33.4
INC-2025-0324,2025-06-30 23:00:00,2025-06-30,DDoS Attack,Man-in-the-Middle,Medium,152745.0,Critical Infrastructure,Middle East,DE,Email Gateway,Morning,50.5
INC-2025-0325,2025-02-23 05:00:00,2025-02-23,Insider Threat,Spear Phishing Email,High,271883.0,E-Commerce,Latin America,RU,POS Terminal,Afternoon,54.0
INC-2025-0326,2025-08-27 08:00:00,2025-08-27,Insider Threat,SQL Injection,High,201538.0,E-Commerce,Middle East,IN,Identity Provider,Afternoon,49.7
INC-2025-0327,2025-07-25 15:00:00,2025-07-25,Malware Outbreak,Social Engineering,High,,Financial Service,Asia-Pacific,IN,Identity Provider,Afternoon,86.9
INC-2025-0328,2025-05-19 09:00:00,2025-05-19,Phishing,Zero-day Exploit,High,9712.0,Educational Institution,North America,US,Active Directory,Night,39.2
INC-2025-0329,2025-04-12 16:00:00,2025-04-12,Ransomware,Spear Phishing Email,Medium,192180.0,Critical Infrastructure,North America,NL,Identity Provider,Night,64.9
INC-2025-0330,2025-06-16 16:00:00,2025-06-16,Phishing,API Key Abuse,Medium,20456.0,Healthcare,Asia-Pacific,NL,Web Application,Morning,81.6
INC-2025-0331,2025-01-03 16:00:00,2025-01-03,Ransomware,Ransomware Binary,Critical,478276.0,Tech Enterprise,Middle East,IN,Cloud Database,Morning,80.9
INC-2025-0332,2025-05-08 03:00:00,2025-05-08,Ransomware,API Key Abuse,High,179887.0,Healthcare,North America,RU,POS Terminal,Night,79.1
INC-2025-0333,2025-06-11 22:00:00,2025-06-11,Phishing,Ransomware Binary,High,51445.0,Government,Africa,NL,Cloud Database,Morning,76.6
INC-2025-0334,2025-12-02 05:00:00,2025-12-02,Credential Theft,Social Engineering,Medium,306338.0,E-Commerce,Africa,RU,POS Terminal,Night,20.0
INC-2025-0335,2025-04-05 03:00:00,2025-04-05,Phishing,Brute Force,High,70267.0,Educational Institution,Asia-Pacific,NL,Web Application,Night,42.7
INC-2025-0336,2025-09-29 22:00:00,2025-09-29,Ransomware,Man-in-the-Middle,Critical,455105.0,Government,Asia-Pacific,CN,Active Directory,Night,80.2
INC-2025-0337,2025-02-22 10:00:00,2025-02-22,Phishing,Spear Phishing Email,Medium,20581.0,Educational Institution,North America,DE,Cloud Database,Night,29.5
INC-2025-0338,2025-11-14 17:00:00,2025-11-14,Credential Theft,Ransomware Binary,Medium,90024.0,Financial Service,Asia-Pacific,UK,Web Application,Evening,15.8
INC-2025-0339,2025-05-21 19:00:00,2025-05-21,Phishing,API Key Abuse,Medium,105736.0,Educational Institution,Asia-Pacific,UK,Web Application,Night,51.8
